,60/40 Benchmark,Equal Weight,Phase II Hand + Regime,Post-Phase-II Regime Optimized,Risk Parity,Minimum Volatility
2014-10-03,0.0014976166178643346,-0.0016453040485981474,-0.004100282436688697,-0.0015706745521886754,0.0006947206693264782,-0.0016453040485981474
2014-10-10,-0.009424348405870637,0.0015991718824184997,0.005754154194588399,0.012585316009227961,0.0016790701607447105,0.0015991718824184997
2014-10-17,-0.002934377412448785,0.005749829706906214,0.005114685994965055,0.011028701680475933,0.006319715925354677,0.005749829706906214
2014-10-24,0.020118513902978422,0.008375057759136446,0.005181423762994427,-0.002670155896160276,0.007683437478575468,0.008375057759136446
2014-10-31,0.014356537419248501,-0.0072567262017316485,-0.007514970754403717,-0.021399903820578353,-0.006621147222054647,-0.0072567262017316485
2014-11-07,0.006699003966021584,0.003335509236244278,0.004909436797515033,0.0027475481504775127,0.0029573468969851524,0.003335509236244278
2014-11-14,0.0027878219310846063,0.0030598383412592228,0.0034459261434863797,0.0005615135279080184,0.002245238406381915,0.0030598383412592228
2014-11-21,0.009262304920738875,0.0070998932374833216,0.009593720728502323,0.008522035644486598,0.006707125290518097,0.0070998932374833216
2014-11-28,0.009308869829698484,-0.002745260163621783,0.0012990806054185564,-0.0014753874082291106,-0.0018942903538293858,-0.002745260163621783
2014-12-05,-0.0021766419196109182,0.0006566250948137845,0.0004666902557897675,0.0016459062865611291,-0.000731301192865623,0.0006566250948137845
2014-12-12,-0.0030544993772881855,0.002283481929855699,0.012477029552794498,0.015282267162506746,0.001881567869527102,0.002283481929855699
2014-12-19,0.015132758465008278,0.00842567953189961,0.0028527716531522454,-0.0009367206379396251,0.009818929694317736,0.00842567953189961
2014-12-26,0.004209371843812232,5.4488336986128344e-05,-0.0012806081238217104,-0.004384123181763894,-0.0007464439587467663,5.4488336986128344e-05
2015-01-02,0.0014130139569613603,0.0015958801893538443,0.00518991926679183,0.005736504676216553,0.0026895628920854224,0.0015958801893538443
2015-01-09,0.008543536816895188,0.01453328174782639,0.018158152421843488,0.022184415874754327,0.014571591633933748,0.01453328174782639
2015-01-16,-0.0008105953955617751,0.010704212498344082,0.014218720448267871,0.021408880439200164,0.009646701216253727,0.010704212498344082
2015-01-23,0.0145835946745572,0.011901470298025775,0.012822583497803235,0.010851052793715201,0.011381981194634235,0.011901470298025775
2015-01-30,-0.0046678263992726236,-0.00026490770378473014,0.0032955152921387526,0.006741138088500293,0.0013010683413292468,-0.00026490770378473014
2015-02-06,-0.0028902698244614236,-0.013432958123442994,-0.024879350309239587,-0.03131232436477509,-0.015907470370661772,-0.013432958123442994
2015-02-13,0.005477466491576188,0.0009630665417113015,0.010880973382142143,0.013316636081371699,-0.0005968805064281617,0.0009630665417113015
2015-02-20,-0.0003896931368556284,-0.005893441306763041,0.0015405851880829137,0.005461728120545606,-0.0060045403718778844,-0.005893441306763041
2015-02-27,0.007736375978886649,0.007895543373221925,0.0019314303153355854,0.0003317028615979577,0.009114782266443206,0.007895543373221925
2015-03-06,-0.027819750256869565,-0.027357011602505643,-0.019994850015483085,-0.014446554530932236,-0.02820628038731528,-0.027357011602505643
2015-03-13,0.006344183582683299,0.0021949037870319975,-0.0035255015683406114,-0.004988525602707356,0.004269822968199213,0.0021949037870319975
2015-03-20,0.02858061237484605,0.021308686501237625,0.021000007829247404,0.014420964566179863,0.021505494884520415,0.021308686501237625
2015-03-27,-0.011912491451785103,-0.002454478850020706,-0.010769714468720921,-0.010654471594936803,-0.0022425360837587125,-0.002454478850020706
2015-04-03,0.000949831128482238,0.0007118967421379834,0.0013363478133668534,0.0015910105414517373,0.00035888515348493383,0.0007118967421379834
