Date,LSI,IRI,regime_0,regime_1,regime_2,regime_3,regime,regime_name
2023-02-24,0.10688608465834429,-2.290343941929649,0.9745037792630901,8.151920165186048e-08,0.02549494282418605,1.1963935222502117e-06,0,Deep Calm
2023-03-03,0.006696614920299621,-1.1755107585091131,0.8477669989694577,8.675413415009689e-05,0.15213599534563646,1.0251550755758025e-05,0,Deep Calm
2023-03-10,1.5802608599130052,-0.031749828711644716,0.002915696874557724,1.9307735610394073e-13,0.9969494564732141,0.00013484665203511345,2,Elevated Stress
2023-03-17,0.6951898565034965,1.5440000760870387,0.00042633989379981603,1.571828184021315e-05,0.998274053924643,0.001283887899717132,2,Elevated Stress
2023-03-24,0.9845798987563458,2.0789717911731453,6.12033781819473e-05,1.200944063859981e-06,0.9965123362570105,0.003425259420743664,2,Elevated Stress
2023-03-31,1.2977667414321077,1.5711794015682996,0.0004798711205952614,5.682720944670617e-07,0.996755079304361,0.0027644813029490526,2,Elevated Stress
2023-04-07,-0.7580876327715661,1.613531589781752,0.0009465396639131975,0.7648226932403301,0.23372376237598677,0.0005070047197698846,1,Calm
2023-04-14,-0.9710698826892948,0.1377159814188643,0.002956052070750358,0.9875702601403804,0.009464357607615149,9.330181253988874e-06,1,Calm
2023-04-21,-1.129199639482063,-0.1842526910753968,0.0024186638860500065,0.9970850343453928,0.0004959760187044127,3.2574985289101705e-07,1,Calm
2023-04-28,-0.8492858210666999,0.05419756362657164,0.005477902237206249,0.9941769077784695,0.00034517509549909927,1.4888825280115439e-08,1,Calm
2023-05-05,-1.0147464873741636,-0.5396577859757564,0.03186760267518011,0.9677992009001768,0.0003331884291484993,7.995494686854461e-09,1,Calm
2023-05-12,-0.9467578951631476,-0.2655263652961294,0.1324048840721024,0.8665253485524967,0.001069764302761161,3.0726397428378126e-09,1,Calm
2023-05-19,-0.44876985650181633,-0.7817994570267807,0.7767324912768283,0.22046554904840637,0.0028019520400399435,7.63472528404903e-09,0,Deep Calm
2023-05-26,-0.9900053233363676,-1.4051347896362292,0.8758154105148963,0.12371177542446578,0.0004727847698469899,2.9290790941122194e-08,0,Deep Calm
2023-06-02,-0.5546932991137351,-1.1424589693611222,0.91501791807688,0.08374672661418003,0.0012353333235515082,2.1985388431615713e-08,0,Deep Calm
2023-06-09,-1.1731439341690326,-0.7906577855043777,0.7624161850696674,0.23644862109500772,0.001135154640413074,3.919491193217803e-08,0,Deep Calm
2023-06-16,-0.34031299873976095,0.023004864282360656,0.7972571767603474,0.1976299557879853,0.005112817956698379,4.9494968957103665e-08,0,Deep Calm
2023-06-23,-0.40098458175387725,0.023370745212325635,0.8551573498780562,0.13906669921704512,0.005775798311864537,1.5259303423877685e-07,0,Deep Calm
2023-06-30,-0.05516941531372048,-0.18286951730639625,0.9810833582590051,0.0122534394422794,0.0066631017767741635,1.0052194136295194e-07,0,Deep Calm
2023-07-07,-0.306950136628759,-1.0587509328725364,0.9955466789257313,0.0011744398657443677,0.003278498733986792,3.8247453734280954e-07,0,Deep Calm
2023-07-14,0.0748034346113632,-0.3305813646059626,0.9738970691754129,0.008694318636618589,0.017407994061161267,6.181268071616696e-07,0,Deep Calm
2023-07-21,-0.8265796736104302,0.20069080991999602,0.5166584790209416,0.4777251977078194,0.005615831619509248,4.916517297625332e-07,0,Deep Calm
