,returns,returns,returns,returns,returns,returns,turnover,turnover,turnover,turnover,turnover,turnover,growth,growth,growth,growth,growth,growth,drawdown,drawdown,drawdown,drawdown,drawdown,drawdown
,60/40 Benchmark,Equal Weight,Phase II Hand + Regime,Post-Phase-II Regime Optimized,Risk Parity,Minimum Volatility,60/40 Benchmark,Equal Weight,Phase II Hand + Regime,Post-Phase-II Regime Optimized,Risk Parity,Minimum Volatility,60/40 Benchmark,Equal Weight,Phase II Hand + Regime,Post-Phase-II Regime Optimized,Risk Parity,Minimum Volatility,60/40 Benchmark,Equal Weight,Phase II Hand + Regime,Post-Phase-II Regime Optimized,Risk Parity,Minimum Volatility
2014-01-17,0.0022406766346311164,0.003598834763421994,0.0015091501181140811,0.0004138411421254072,0.004146624544013557,0.003598834763421994,0.0,0.0,0.0,0.0,0.0,0.0,1.5651861353145573,1.3708783887668254,1.7567563666276047,1.884886576907805,1.3693971526156226,1.3708783887668254,0.0,-0.024519439914120533,0.0,0.0,-0.02851550408649295,-0.024519439914120533
2014-01-24,-0.008591940655516887,-0.0017628610582272586,-0.010210455670292835,-0.01392090730393467,-0.00010475412696613106,-0.0017628610582272586,0.0,0.0,0.0,0.0,0.0,0.0,1.5517381489250968,1.3684617206397032,1.7388190836226487,1.8586472455922407,1.3692537026124305,1.3684617206397032,-0.008591940655516939,-0.026239076606553557,-0.010210455670292884,-0.013920907303934582,-0.028617271096723407,-0.026239076606553557
2014-01-31,0.000551086919917454,-0.0029914545824550366,-0.0020462805050607655,-0.0031406300015050788,-0.0017761583623167707,-0.0029914545824550366,0.0,0.0,0.0,0.0,0.0,0.0,1.5525932915221063,1.3643680295545813,1.735260972030004,1.8528099222905188,1.3668216911984021,1.3643680295545813,-0.008045588641711343,-0.029152038183054563,-0.012235842718967715,-0.017017816886312875,-0.03034260065367511,-0.029152038183054563
2014-02-07,-0.0004263284224193765,0.003442809871872288,0.0036010609707161057,0.005870935881657704,0.0018597624669108382,0.003442809871872288,0.0,0.0,0.0,0.0,0.0,0.0,1.5519313768734728,1.3690652892755988,1.741509752590388,1.8636876505451858,1.3693636548786525,1.3690652892755988,-0.008468487001017766,-0.025809593236024053,-0.008678843763910926,-0.011246791516440369,-0.02853926821660846,-0.025809593236024053
2014-02-14,0.01487983116624845,0.018993120349027712,0.01883650001452001,0.020928953095854057,0.0168501941313583,0.018993120349027712,0.0,0.0,0.0,0.0,0.0,0.0,1.5750238537429535,1.3950681110804866,1.7743137010703438,1.9026926819687684,1.3924376982997841,1.3950681110804866,0.0,-0.007306677597487599,0.0,0.0,-0.012169966295066947,-0.007306677597487599
2014-02-21,-0.00010484887741626768,0.001550227567723945,0.0005676266134765177,0.0006077004447002091,0.0016211782002680361,0.001550227567723945,0.0,0.0,0.0,0.0,0.0,0.0,1.5748587142599848,1.3972307841251361,1.7753208487477272,1.9038489491577288,1.394695087941499,1.3972307841251361,-0.00010484887741624149,-0.0057677770428037345,0.0,0.0,-0.010568517778854591,-0.0057677770428037345
2014-02-28,0.014899703647369984,0.009750812237848589,0.01192728523582392,0.011035215213903975,0.010198732297447399,0.009750812237848589,0.0,0.0,0.0,0.0,0.0,0.0,1.5983236423889366,1.4108549191540825,1.7964956068958462,1.9248583320464492,1.4089192097799794,1.4108549191540825,0.0,0.0,0.0,0.0,-0.00047757096501432894,0.0
2014-03-07,-0.003155304813321153,-0.00258152882169388,0.0004013759159224829,0.0033271700687336515,-0.005012993212477567,-0.00258152882169388,0.0,0.0,0.0,0.0,0.0,0.0,1.5932804441068618,1.4072127565170576,1.7972166769655147,1.9312626630753866,1.401856307344423,1.4072127565170576,-0.003155304813321158,-0.0025815288216939347,0.0,0.0,-0.005488170117485924,-0.0025815288216939347
2014-03-14,-0.0014256326770964948,0.00959299042036129,-0.001240936740061135,-0.004769822602643977,0.011024832874445742,0.00959299042036129,0.0,0.0,0.0,0.0,0.0,0.0,1.5910090114419642,1.420712135009736,1.7949864447612176,1.922050882773407,1.4173115388468829,1.420712135009736,-0.004576439184769687,0.0,-0.0012409367400610938,-0.004769822602644025,0.0,0.0
2014-03-21,0.004023312105953672,-0.006859514058934098,0.00037819983913084545,0.0008624428216367314,-0.006235439779988773,-0.006859514058934098,0.0,0.0,0.0,0.0,0.0,0.0,1.59741013725838,1.4109667401459385,1.7956653083458682,1.9237085417600757,1.40847397809692,1.4109667401459385,-0.0005715395219901831,-0.006859514058934035,-0.0008632062230058413,-0.003911493480271422,-0.0062354397799887495,-0.006859514058934035
2014-03-28,0.004457542327966682,-0.004206766270071436,-0.00031728563528600034,-0.0016037226478790058,-0.002682551005303176,-0.004206766270071436,0.0,0.0,0.0,0.0,0.0,0.0,1.6045306605603322,1.4050311328552998,1.7950955695377486,1.9206234468037366,1.4046956748110329,1.4050311328552998,0.0,-0.01103742395663343,-0.0011802179753569453,-0.005508943177469083,-0.008901263900041534,-0.01103742395663343
2014-04-04,-0.0002751628635421963,0.0013288195245982249,0.0017809058488037794,0.0030598654387269373,0.0004276727840857508,0.0013288195245982249,0.0,0.0,0.0,0.0,0.0,0.0,1.604089153309131,1.4068981656573063,1.7982924657367003,1.9265002961094198,1.4052964249210724,1.4068981656573063,-0.0002751628635422332,-0.009723271176489967,0.0,-0.0024659343635750064,-0.008477397944269827,-0.009723271176489967
2014-04-11,-0.006887156579879917,0.0011574551544136355,-0.01392320814605027,-0.016395060365345285,0.003332768609507641,0.0011574551544136355,0.0,0.0,0.22115688034554679,0.41804919138668406,0.0,0.0,1.593041540142204,1.4085265871908814,1.7732544654287743,1.8949152074608502,1.4099799527331027,1.4085265871908814,-0.0071604243536960155,-0.008577070272417386,-0.013923208146050303,-0.01882056558617251,-0.005172882540521062,-0.008577070272417386
2014-04-18,0.013659486813623516,0.002132907962487294,0.015407363936284777,0.017436546518184888,0.0011007786200372507,0.002132907962487294,0.0,0.0,0.0,0.0,0.0,0.0,1.614801670053331,1.4115308447640758,1.8005756423292776,1.9279559846237573,1.4115320285197523,1.4115308447640758,0.0,-0.006462456411409079,0.0,-0.001712184735329414,-0.004077798118988563,-0.006462456411409079
2014-04-25,0.004240705154282774,0.004315806524147602,0.002568648592801427,0.001196093239422603,0.004787240309044259,0.004315806524147602,0.0,0.0,0.19845176365120168,0.4035438479427827,0.0,0.0,1.6216495678186706,1.417622738792944,1.8052006884191791,1.93026199974287,1.418289371544189,1.417622738792944,0.0,-0.0021745405988038424,0.0,-0.000518139428493436,0.0,-0.0021745405988038424
2014-05-02,0.010645953389600112,0.004291250462569646,0.007095717160410823,0.006104889528039003,0.004409369353652818,0.004291250462569646,0.0,0.0,0.0,0.0,0.0,0.0,1.6389135735319336,1.4237061130265385,1.8180098819219808,1.9420460360114717,1.4245431332336878,1.4237061130265385,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-09,-0.0045392669783039415,-0.0029785270985260015,-0.0022437168763793764,-0.0008602317150970697,-0.0030121698598651815,-0.0029785270985260015,0.0,0.0,0.0,0.0,0.0,0.0,1.6314741072673058,1.4194655657885518,1.813930782468488,1.9403754264191162,1.4202521673436834,1.4194655657885518,-0.004539266978304091,-0.0029785270985260848,-0.0022437168763793647,-0.0008602317150970817,-0.003012169859865077,-0.0029785270985260848
2014-05-16,0.008432523683739855,0.007020065528123698,0.0053757190401326795,0.0034038349691354747,0.008054019187508026,0.007020065528123698,0.0,0.0,0.0,0.0,0.0,0.0,1.6452315513162459,1.4294303070753025,1.8236819647132867,1.9469801441488126,1.4316909055505693,1.4294303070753025,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-23,0.004407125325277088,0.0017035618881175447,0.005370802419252361,0.006867043862853995,0.0007261871715655344,0.0017035618881175447,0.0,0.0,0.0,0.0,0.0,0.0,1.6524822929519967,1.4318654300681561,1.8334766002213154,1.9603501421987883,1.4327305811198272,1.4318654300681561,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-30,0.012311892819269157,-0.0006396851644573528,0.006530611212493888,0.005695804693322679,0.00041877274262550664,-0.0006396851644573528,0.0,0.0,0.0,0.0,0.0,0.0,1.6728274778285617,1.4309494869950423,1.8454503230645658,1.97151591373928,1.433330569634726,1.4309494869950423,0.0,-0.0006396851644572266,0.0,0.0,0.0,-0.0006396851644572266
2014-06-06,-0.00017289820303131517,-0.0019290458177525296,0.003108704142996011,0.006122419751912646,-0.0039027758567434906,-0.0019290458177525296,0.0,0.0,0.0,0.0,0.0,0.0,1.6725382489636635,1.4281891198717394,1.85118728212957,1.9835863617107676,1.4277366016928232,1.4281891198717394,-0.00017289820303145742,-0.0025674970002186326,0.0,0.0,-0.003902775856743479,-0.0025674970002186326
2014-06-13,-0.0009984392926590023,0.006049864452466101,0.0006072482341805631,-9.307640188508996e-05,0.006409614217345691,0.006049864452466101,0.0,0.0,0.0,0.0,0.0,0.0,1.6708683210574231,1.4368294704594502,1.8523114123377808,1.9834017366293912,1.4368878425136584,1.4368294704594502,-0.0011711648673309316,0.0,0.0,-9.307640188505051e-05,0.0,0.0
2014-06-20,0.004486991096256753,0.009492149598786366,0.00792121289981971,0.009150385950698546,0.00811897392257354,0.009492149598786366,0.0,0.0,0.0,0.0,0.0,0.0,1.6783654923370255,1.4504680707409963,1.866983965391674,2.0015506280148356,1.4485538974366898,1.4504680707409963,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-27,0.007533211839673969,0.004407930366290823,0.004910313258382642,0.003740078420691238,0.004752337582560134,0.004407930366290823,0.0,0.0,0.0,0.0,0.0,0.0,1.691008975135199,1.4568616329953505,1.8761514415101244,2.0090365843265947,1.4554379145638423,1.4568616329953505,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-04,-0.001324454865560304,-0.0027052079673434556,0.001820623118418286,0.004598867296347545,-0.004791028999146286,-0.0027052079673434556,0.0,0.0,0.0,0.0,0.0,0.0,1.6887693100703751,1.4529205192984547,1.8795672061981916,2.01827587697142,1.4484648693087099,1.4529205192984547,-0.0013244548655603205,-0.002705207967343304,0.0,0.0,-0.004791028999146296,-0.002705207967343304
2014-07-11,0.00596956377185078,0.008141652525132605,0.0025660423395308754,-0.0006542321294389458,0.009663506855695453,0.008141652525132605,0.0,0.0,0.0,0.0,0.0,0.0,1.6988505261627849,1.4647496933132178,1.88439025522929,2.0169554560466336,1.4624621195035086,1.4647496933132178,0.0,0.0,0.0,-0.0006542321294389364,0.0,0.0
2014-07-18,0.006635608816598856,-0.0029739328276339235,0.0018048465876284723,0.0007322815593787218,-0.0024703283120703274,-0.0029739328276339235,0.0,0.0,0.0,0.0,0.0,0.0,1.7101234336922742,1.4603936261160069,1.8877912905512007,2.018432435333185,1.4588493579243687,1.4603936261160069,0.0,-0.0029739328276339183,0.0,0.0,-0.002470328312070391,-0.0029739328276339183
2014-07-25,0.00393493033962171,0.002267673917899555,0.00202314919162873,0.0010074020821938755,0.00290177529696756,0.002267673917899555,0.0,0.0,0.0,0.0,0.0,0.0,1.716852650276008,1.4637053226518169,1.891610573974643,2.0204658083713074,1.4630826109531905,1.4637053226518169,0.0,-0.0007130028196412619,0.0,0.0,0.0,-0.0007130028196412619
2014-08-01,-0.019828103421005328,-0.017412998089884772,-0.022634369941604303,-0.024763297572399846,-0.016851328872885506,-0.017412998089884772,0.0,0.0,0.2031586281114446,0.4156492325541633,0.0,0.0,1.6828107183677083,1.4382178246643267,1.8487951604578505,1.9704324123237493,1.4384277247078183,1.4382178246643267,-0.019828103421005272,-0.0181135853927894,-0.022634369941604282,-0.02476329757239981,-0.01685132887288543,-0.0181135853927894
2014-08-08,0.006688131746751376,0.01090853552257126,0.007339390434219971,0.008341429205340012,0.01133005675901246,0.01090853552257126,0.0,0.0,0.0,0.0,0.0,0.0,1.6940655781569969,1.4539066748938727,1.8623641899733472,1.9868686347950553,1.454725192472495,1.4539066748938727,-0.013272584642221807,-0.007402642559916517,-0.01546110198561823,-0.0166284296606507,-0.005712198626467546,-0.007402642559916517
2014-08-15,0.015264670247392156,0.009640750523970544,0.011358930685014321,0.012254299655166386,0.010454618930781843,0.009640750523970544,0.0,0.0,0.0,0.0,0.0,0.0,1.7199249305850213,1.4679234264316603,1.8835186557175074,2.0112163184212855,1.4699337900088034,1.4679234264316603,0.0,0.0,-0.004277792886372422,-0.004577899765340732,0.0,0.0
2014-08-22,0.009245268282225378,-0.00018339040153449236,0.009389324448147541,0.01091720732336992,-0.0007481311029366696,-0.00018339040153449236,0.0,0.0,0.0,0.0,0.0,0.0,1.7358260979935676,1.4676542233650651,1.901203623480178,2.0331731839416354,1.4688340868212402,1.4676542233650651,0.0,-0.00018339040153447783,0.0,0.0,-0.0007481311029366999,-0.00018339040153447783
2014-08-29,0.010531601465430876,0.00739255134187084,0.007714558724616839,0.006388628772266207,0.007604639444462605,0.00739255134187084,0.0,0.0,0.20289444233231144,0.40206415762217695,0.0,0.0,1.7541071266709298,1.478503932563405,1.91587057048097,2.046162372643565,1.4800040404552524,1.478503932563405,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-05,-0.009811418437996752,-0.012383210110099546,-0.0075201053562895855,-0.005038228116470372,-0.013826427508589013,-0.012383210110099546,0.0,0.0,0.0,0.0,0.0,0.0,1.7368968476660893,1.460195307717864,1.9014630219419386,2.035853339846849,1.459540871877479,1.460195307717864,-0.00981141843799671,-0.012383210110099574,-0.007520105356289553,-0.005038228116470256,-0.013826427508588979,-0.012383210110099574
2014-09-12,-0.013035251875959036,-0.01454827199057437,-0.011681727677236053,-0.007022428293808318,-0.014095023423199453,-0.01454827199057437,0.0,0.0,0.19454648144952558,0.4064181659739469,0.0,0.0,1.7142559597742026,1.438951989221824,1.8792506487312786,2.021556705751064,1.438968609101249,1.438951989221824,-0.022718776003355923,-0.026751327791875723,-0.01911398521064922,-0.012025275814602776,-0.027726567112195677,-0.026751327791875723
2014-09-19,0.008993920240874137,0.003738398625531409,0.005933808883580392,0.006840384889445734,0.004326882674354508,0.003738398625531409,0.0,0.0,0.0,0.0,0.0,0.0,1.729673841148855,1.4443313653605367,1.8904017629251944,2.035384931694242,1.4451948574449094,1.4443313653605367,-0.013929186621826295,-0.023112936293392505,-0.013293595062312535,-0.005267148440130542,-0.023519654040698112,-0.023112936293392505
2014-09-26,-0.0010091140033259439,-0.0037264486738195594,-0.007515489428770388,-0.012528329257277239,-0.003369623823582282,-0.0037264486738195594,0.0,0.060386518400523004,0.0,0.0,0.0,0.060386518400523004,1.7279284030545652,1.438949138659533,1.8761944684598013,2.0098849591046757,1.4403250944235444,1.438949138659533,-0.014924244487877103,-0.026753255796413522,-0.0207091766179216,-0.01772948912750283,-0.026810025477702504,-0.026753255796413522
2014-10-03,0.0014976166178643346,-0.0016453040485981474,-0.004100282436688697,-0.0015706745521886754,0.0006947206693264782,-0.0016453040485981474,0.0,0.0,0.0,0.0,0.0,0.0,1.7305161773454596,1.4365816298159695,1.868501541232963,2.0067280839465833,1.44132571803719,1.4365816298159695,-0.013448978666566913,-0.02835454260493675,-0.024724545581445545,-0.019272316422295543,-0.026133930287220664,-0.02835454260493675
2014-10-10,-0.009424348405870637,0.0015991718824184997,0.005754154194588399,0.012585316009227961,0.0016790701607447105,0.0015991718824184997,0.0,0.0,0.9015078403415012,1.4338731451400366,0.0,0.0,1.7142071899681606,1.4388789707651701,1.8792531872140437,2.0319833910276435,1.4437458050422602,1.4388789707651701,-0.022746579211780693,-0.026800714509790935,-0.01911266023452396,-0.0069295486054721245,-0.02449874082900405,-0.026800714509790935
2014-10-17,-0.002934377412448785,0.005749829706906214,0.005114685994965055,0.011028701680475933,0.006319715925354677,0.005749829706906214,0.0,0.0,0.0,0.0,0.07837158214299156,0.0,1.709177059109661,1.4471522798159184,1.888864977171681,2.0543935296669695,1.45286986839855,1.4471522798159184,-0.02561420957597982,-0.021204984347339306,-0.014095729495186782,0.0,-0.018333849986217565,-0.021204984347339306
2014-10-24,0.020118513902978422,0.008375057759136446,0.005181423762994427,-0.002670155896160276,0.007683437478575468,0.008375057759136446,0.0,0.0,0.0,0.0,0.0,0.0,1.7435631615360105,1.4592722637456426,1.8986519870494862,2.048907978670696,1.4640329031968964,1.4592722637456426,-0.006011015504469475,-0.013007519556893499,-0.008987341679955518,-0.0026701558961602645,-0.010791279497752715,-0.013007519556893499
2014-10-31,0.014356537419248501,-0.0072567262017316485,-0.007514970754403717,-0.021399903820578353,-0.006621147222054647,-0.0072567262017316485,0.0,0.0,0.0,0.0,0.0,0.0,1.7685946913074255,1.4486827244738592,1.8843836728940186,2.0050615449899274,1.4543393258068977,1.4486827244738592,0.0,-0.02016985375063729,-0.016434772824474586,-0.02401291863737476,-0.017340976069538327,-0.02016985375063729
2014-11-07,0.006699003966021584,0.003335509236244278,0.004909436797515033,0.0027475481504775127,0.0029573468969851524,0.003335509236244278,0.0,0.0,0.8918988614082618,1.4294442664255462,0.0,0.0,1.7804425141587785,1.4535148190817293,1.8936349354383613,2.0105705481294582,1.4586403116992364,1.4535148190817293,0.0,-0.016901621247871867,-0.011606021505422781,-0.021331347137086842,-0.014434912454323046,-0.016901621247871867
2014-11-14,0.0027878219310846063,0.0030598383412592228,0.0034459261434863797,0.0005615135279080184,0.002245238406381915,0.0030598383412592228,0.0,0.0,0.0,0.0,0.0,0.0,1.7854060708467858,1.457962339454744,1.9001602615686077,2.0116995106910465,1.4619153069481605,1.457962339454744,0.0,-0.013893499135336329,-0.008200088854863674,-0.0207818114491648,-0.012222083867776234,-0.013893499135336329
2014-11-21,0.009262304920738875,0.0070998932374833216,0.009593720728502323,0.008522035644486598,0.006707125290518097,0.0070998932374833216,0.0,0.0,0.0,0.0,0.0,0.0,1.8019430462823072,1.4683137164091442,1.918389868457495,2.028843285627152,1.4717205560759883,1.4683137164091442,0.0,-0.006892248258408951,0.0,-0.01243687914260494,-0.0055969336250704105,-0.006892248258408951
2014-11-28,0.009308869829698484,-0.002745260163621783,0.0012990806054185564,-0.0014753874082291106,-0.0018942903538293858,-0.002745260163621783,0.0,0.0,0.20861940238787804,0.40206415762217707,0.0,0.0,1.8187170995406796,1.4642828132557868,1.9208820115292393,2.0258499557902674,1.4689326900230812,1.4642828132557868,0.0,-0.00961858740744903,0.0,-0.013893917335949357,-0.007480621761522754,-0.00961858740744903
2014-12-05,-0.0021766419196109182,0.0006566250948137845,0.0004666902557897675,0.0016459062865611291,-0.000731301192865623,0.0006566250948137845,0.0,0.0,0.0,0.0,0.0,0.0,1.8147584036619062,1.465244298096875,1.9217784684465418,2.029184314968132,1.467858457794628,1.465244298096875,-0.0021766419196108666,-0.008968278118503759,0.0,-0.01227087913527658,-0.008206452366770756,-0.008968278118503759
2014-12-12,-0.0030544993772881855,0.002283481929855699,0.012477029552794498,0.015282267162506746,0.001881567869527102,0.002283481929855699,0.0,0.0,0.6995527323321428,1.2069750398624246,0.0,0.0,1.8092152252479925,1.468590156974403,1.9457565551912734,2.0601948517914432,1.4706203331058283,1.468590156974403,-0.005224492745511067,-0.006705275089673668,0.0,0.0,-0.006340325494339605,-0.006705275089673668
2014-12-19,0.015132758465008278,0.00842567953189961,0.0028527716531522454,-0.0009367206379396251,0.009818929694317736,0.00842567953189961,0.0,0.0,0.0,0.0,0.0,0.0,1.836593642262886,1.4809640270007716,1.9513073543358586,2.058265024755593,1.4850602507636284,1.4809640270007716,0.0,0.0,0.0,-0.0009367206379397031,0.0,0.0
2014-12-26,0.004209371843812232,5.4488336986128344e-05,-0.0012806081238217104,-0.004384123181763894,-0.0007464439587467663,5.4488336986128344e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.844324547829152,1.4810447222677392,1.948808494285823,2.0492413373463485,1.4839517365110708,1.4810447222677392,0.0,0.0,-0.0012806081238216915,-0.005316737121039861,-0.0007464439587467897,0.0
2015-01-02,0.0014130139569613603,0.0015958801893538443,0.00518991926679183,0.005736504676216553,0.0026895628920854224,0.0015958801893538443,0.0,0.0,0.0,0.0,0.0,0.0,1.8469306041564006,1.4834082921995533,1.9589226530376047,2.060996819860732,1.4879429180352366,1.4834082921995533,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-09,0.008543536816895188,0.01453328174782639,0.018158152421843488,0.022184415874754327,0.014571591633933748,0.01453328174782639,0.0,0.0,0.0,0.0,0.0,0.0,1.8627099237712612,1.5049670828571513,1.9944930691540637,2.106718830429069,1.5096246146114498,1.5049670828571513,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-16,-0.0008105953955617751,0.010704212498344082,0.014218720448267871,0.021408880439200164,0.009646701216253727,0.010704212498344082,0.0,0.0,0.0,0.0,0.0,0.0,1.861200019683785,1.5210765703150673,2.022852208540373,2.151821321988736,1.5241875122173087,1.5210765703150673,-0.0008105953955617196,0.0,0.0,0.0,0.0,0.0
2015-01-23,0.0145835946745572,0.011901470298025775,0.012822583497803235,0.010851052793715201,0.011381981194634235,0.011901470298025775,0.0,0.0,0.0,0.0,0.0,0.0,1.888343006379131,1.539179617937695,2.0487903998880976,2.1751708487562778,1.5415357858184626,1.539179617937695,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-30,-0.0046678263992726236,-0.00026490770378473014,0.0032955152921387526,0.006741138088500293,0.0013010683413292468,-0.00026490770378473014,0.0,0.0,0.0,0.0,0.0,0.0,1.8795285490430726,1.538771877399395,2.055542219981316,2.189833975813824,1.5435414292264171,1.538771877399395,-0.0046678263992726565,-0.0002649077037847336,0.0,0.0,0.0,-0.0002649077037847336
2015-02-06,-0.0028902698244614236,-0.013432958123442994,-0.024879350309239587,-0.03131232436477509,-0.015907470370661772,-0.013432958123442994,0.06644885978556236,0.0715454458156051,0.0,0.0,0.0,0.0715454458156051,1.8740962043935598,1.518101619208757,2.0044016650149685,2.121265184058137,1.518987589675109,1.518101619208757,-0.007544604945946443,-0.013694307333136257,-0.0248793503092396,-0.031312324364774935,-0.015907470370661758,-0.013694307333136257
2015-02-13,0.005477466491576188,0.0009630665417113015,0.010880973382142143,0.013316636081371699,-0.0005968805064281617,0.0009630665417113015,0.0,0.0,0.9292922706394269,1.450465423329585,0.0,0.0,1.8843615035551158,1.5195636520851348,2.026211506179118,2.149513300546323,1.5180809355933258,1.5195636520851348,-0.002108463775153724,-0.012744429320629358,-0.014269088475577174,-0.018412663111830763,-0.016494856018118953,-0.012744429320629358
2015-02-20,-0.0003896931368556284,-0.005893441306763041,0.0015405851880829137,0.005461728120545606,-0.0060045403718778844,-0.005893441306763041,0.0,0.0,0.0,0.0,0.0,0.0,1.8836271808098253,1.5106081928896806,2.029333057613461,2.161253357785404,1.5089655573277774,1.5106081928896806,-0.002497335258146993,-0.01856276208120311,-0.012750486033847097,-0.013051499951177159,-0.022400352361107823,-0.01856276208120311
2015-02-27,0.007736375978886649,0.007895543373221925,0.0019314303153355854,0.0003317028615979577,0.009114782266443206,0.007895543373221925,0.06808530268736762,0.0,0.0,0.0,0.0,0.0,1.8981996288846203,1.5225352653965856,2.033252573000848,2.1619702517088193,1.5227194498303822,1.5225352653965856,0.0,-0.010813781801120026,-0.010843682393772647,-0.012724126309461292,-0.013489744429127759,-0.010813781801120026
2015-03-06,-0.027819750256869565,-0.027357011602505643,-0.019994850015483085,-0.014446554530932236,-0.02820628038731528,-0.027357011602505643,0.0,0.0,0.0,0.0,0.0,0.0,1.8453921892713678,1.480883250475907,1.9925979927601012,2.1307372305732546,1.4797691980772478,1.480883250475907,-0.027819750256869558,-0.037874960649425526,-0.030621714606176687,-0.02698686105580539,-0.041315529302721865,-0.037874960649425526
2015-03-13,0.006344183582683299,0.0021949037870319975,-0.0035255015683406114,-0.004988525602707356,0.004269822968199213,0.0021949037870319975,0.0,0.0,0.0,0.0,0.0,0.0,1.8570996961021555,1.4841336467305288,1.985573085411553,2.120107993345898,1.4860875505868318,1.4841336467305288,-0.02165206027704003,-0.03576318875695672,-0.03403925927164797,-0.03184076201119923,-0.03722211633048278,-0.03576318875695672
2015-03-20,0.02858061237484605,0.021308686501237625,0.021000007829247404,0.014420964566179863,0.021505494884520415,0.021308686501237625,0.0,0.0,0.0,0.0,0.0,0.0,1.9101767426578955,1.515758585334648,2.0272701357507383,2.150681995594414,1.5180465988039265,1.515758585334648,0.0,-0.015216568833225752,-0.01375407615360702,-0.01787897194574295,-0.016517101478298546,-0.015216568833225752
2015-03-27,-0.011912491451785103,-0.002454478850020706,-0.010769714468720921,-0.010654471594936803,-0.0022425360837587125,-0.002454478850020706,0.0,0.0,0.0,0.0,0.0,0.0,1.8874217785395846,1.5120381879452067,2.005437015237738,2.1277676153626115,1.5146423245292815,1.5120381879452067,-0.011912491451785079,-0.017633698936875497,-0.02437566314937256,-0.028342952541937083,-0.01872259736599302,-0.017633698936875497
2015-04-03,0.000949831128482238,0.0007118967421379834,0.0013363478133668534,0.0015910105414517373,0.00035888515348493383,0.0007118967421379834,0.0,0.0,0.20565322211934794,0.402064157622177,0.0,0.0,1.889214510497417,1.5131146030051932,2.0081169766078957,2.1311529160684133,1.5151859071723952,1.5131146030051932,-0.010973975178501516,-0.01693435556756251,-0.023071889700154724,-0.02679703593675531,-0.01837043147473727,-0.01693435556756251
2015-04-10,0.007591738116909192,0.007950484665647238,0.010951007454011666,0.013214846711674614,0.0069881409353212956,0.007950484665647238,0.0,0.0,0.0,0.0,0.0,0.0,1.9035569323077783,1.525144597453753,2.030107880587256,2.1593157751733956,1.5257742398349283,1.525144597453753,-0.0034655486072487918,-0.009118507236177686,-0.012373542682227567,-0.013936307947312265,-0.011510665703604261,-0.009118507236177686
2015-04-17,-0.0001531551393482251,-0.0007318940010560115,-0.0034666243846939613,-0.005592749889470233,0.0004851102811159768,-0.0007318940010560115,0.0,0.0,0.0,0.0,0.0,0.0,1.9032653927805534,1.5240283532721337,2.023070259104853,2.1472392621104635,1.5265144086053344,1.5240283532721337,-0.003618172980017209,-0.009843727456488871,-0.015797272642134375,-0.01945111555205037,-0.01103113936476341,-0.009843727456488871
2015-04-24,0.0029714930359824683,-0.00405928846629669,0.004478118952921747,0.007273387107474868,-0.004979126474098204,-0.00405928846629669,0.0,0.0,0.0,0.0,0.0,0.0,1.9089209326408274,1.517841882555387,2.0321298083752426,2.1628569644761613,1.5189137003003552,1.517841882555387,-0.0006574313198477455,-0.013863057393456057,-0.011389895755235857,-0.012319203937657952,-0.015955340400811036,-0.013863057393456057
2015-05-01,-0.01849534517299504,-0.011981879531358021,-0.010948077697347432,-0.007321689394829389,-0.013973895971726194,-0.011981879531358021,0.0,0.0,0.0,0.0,0.0,0.0,1.8736147810836798,1.4996552839709587,2.0098818933420546,2.1470211975768234,1.4976885582623285,1.4996552839709587,-0.019140617073654553,-0.02567883144118943,-0.022213275988890335,-0.01955069594766423,-0.029706278105582795,-0.02567883144118943
2015-05-08,-0.0013701556354556313,0.0026995609876355195,0.002435964742457051,0.004081385589016517,0.0019528869569545504,0.0026995609876355195,0.0,0.0,0.0,0.0,0.0,0.0,1.8710476372327052,1.503703694870468,2.0147778947707384,2.1557840189519264,1.500613374713339,1.503703694870468,-0.020484547084760663,-0.023048592025120662,-0.01983142200355681,-0.015549104287343685,-0.027811404151680263,-0.023048592025120662
2015-05-15,-0.0005901583688497098,0.006515635912342918,0.0037411599330431007,0.004871418318157066,0.004909054959036227,0.006515635912342918,0.0,0.0,0.0,0.0,0.0,0.0,1.8699434228110758,1.5135012806662886,2.0223155011046354,2.166285744711839,1.5079799682420716,1.5135012806662886,-0.021062616326716133,-0.01668313234670571,-0.016164454591928723,-0.01075343216064295,-0.02303887690411266,-0.01668313234670571
