Price,Close,High,Low,Open,Volume
Ticker,HYG,HYG,HYG,HYG,HYG
Date,,,,,
2007-04-09,32.140289306640625,32.220461026862374,32.140289306640625,32.17729091517539,11400
2007-04-16,32.214271545410156,32.24510698105505,32.08784320089524,32.152598321527414,94400
2007-04-23,32.562740325927734,32.562740325927734,32.198876272166686,32.25129678647764,473000
2007-04-30,32.51034927368164,32.57202024610129,32.439425538061926,32.55043517049473,50600
2007-05-07,32.6718864440918,32.71826713104422,32.51727786321112,32.56675138234028,59300
2007-05-14,32.73065948486328,32.761580751303015,32.63789568554409,32.681185930388,148800
2007-05-21,32.795597076416016,32.92237734430133,32.68427862236994,32.75849249782837,71800
2007-05-28,32.50183868408203,32.758489673177124,32.45236277137588,32.684275804117895,28900
2007-06-04,32.384517669677734,32.71722456853433,32.31300016926896,32.711004417737506,130800
2007-06-11,32.22594451904297,32.359649324710404,31.986520848206997,32.30678989212614,126500
2007-06-18,32.120174407958984,32.30984841971711,31.977139602133832,32.30984841971711,92800
2007-06-25,31.65688705444336,32.13262617349954,31.65688705444336,32.120190627164185,103500
2007-07-02,31.576053619384766,31.799929104973735,31.398817377278213,31.622692862867183,54100
2007-07-09,31.764184951782227,31.898686269482482,31.454517628856436,31.726648867857044,58800
2007-07-16,31.52958869934082,31.845508445620784,31.463899958151668,31.70788091553579,68300
2007-07-23,30.034440994262695,31.501443769871887,29.868660764931967,31.498315165613057,169800
2007-07-30,30.340980529785156,30.716331911665755,29.796720310130528,30.33785192544882,141000
2007-08-06,30.957460403442383,31.640645912846605,30.23964314913935,31.08968939197614,161100
2007-08-13,31.388782501220703,31.48323316149722,30.847272908506206,31.17469641964332,88100
2007-08-20,31.436002731323242,31.483228053799877,30.87245266092266,31.483228053799877,206700
2007-08-27,32.00900650024414,32.0121554965005,31.379341759873935,31.48323701851031,140100
2007-09-03,31.662677764892578,32.103443374107776,31.624897031995506,32.103443374107776,95000
2007-09-10,32.59283447265625,32.60867411886811,31.870591074344425,32.152519376022454,110900
2007-09-17,32.86525344848633,33.609670754081954,32.342576645224646,32.62767330307558,652900
2007-09-24,32.9444465637207,33.166187064260434,32.044810913770704,32.52630560785278,334200
2007-10-01,32.912776947021484,33.10284062033512,32.47879625257626,33.09333779918805,198200
2007-10-08,33.309417724609375,33.34129227911964,33.1054176574965,33.22016799923157,150400
2007-10-15,32.76753616333008,33.532535039402376,32.51253491672457,33.532535039402376,153800
2007-10-22,32.859989166259766,32.859989166259766,32.464739211685114,32.76755365768356,141200
2007-10-29,32.59223175048828,33.1500450078316,32.487043524025495,32.987481606195736,104100
2007-11-05,32.6466178894043,34.01023583564477,32.2166783472292,34.01023583564477,220000
2007-11-12,32.726837158203125,33.0541044527085,32.5760366345354,33.0541044527085,98400
2007-11-19,31.735393524169922,32.95141742404025,31.12256655414255,32.95141742404025,185900
2007-11-26,32.730018615722656,32.887234955953915,31.443405128619354,31.443405128619354,162000
2007-12-03,32.614540100097656,33.04768893146372,32.085134884916236,33.04768893146372,378600
