Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2006-01-01,88.42290496826172,88.51928578803121,85.6347312828079,86.18548332637137,235349700
2006-01-08,88.58818054199219,89.1114000490099,88.257733303953,88.40919047653935,223453000
2006-01-15,86.72248077392578,88.73959779409631,86.72248077392578,88.25769360026065,323622400
2006-01-22,88.49179077148438,88.57441045124182,86.63301080021398,86.88773467873891,344839100
2006-01-29,86.92901611328125,88.67764830132012,86.8395211133804,88.42292974300143,339874900
2006-02-05,87.1837387084961,88.18886224346076,86.33007754081598,87.0460532871278,302674200
2006-02-12,88.67766571044922,88.95304711581196,86.70873330719326,87.15621889927202,330104900
2006-02-19,89.09070587158203,89.25592416056826,88.31276807852736,88.88417250562588,168983600
2006-02-26,88.64324951171875,89.5451118757207,88.20954083033837,89.08384929429285,292939800
2006-03-05,88.52616882324219,88.93234439599792,87.55547475381996,88.90481152018474,302756000
2006-03-12,89.92375183105469,90.50892822643615,88.48491919407843,88.69833325447712,281568500
2006-03-19,89.99796295166016,90.5370789767116,89.47266284258387,90.29516334263691,274160300
2006-03-26,89.73527526855469,90.53012251035378,89.19615946956993,89.87350819584631,309605900
2006-04-02,89.53483581542969,90.82042218176969,89.40352137908344,89.90116839486002,305128300
2006-04-09,88.961181640625,89.90808847078179,88.6432363473797,89.67309138901273,208381400
2006-04-16,90.64764404296875,91.13838318793242,88.48427234261926,89.04412269552918,402316600
2006-04-23,90.86884307861328,91.06237137329565,89.56942977445935,90.46796002634237,384501600
2006-04-30,91.5945816040039,91.78810990322279,90.07399759021207,90.86884520868242,280384700
2006-05-07,89.3275375366211,91.76738653893754,89.29297664763168,91.58767413479359,296612300
2006-05-14,87.84837341308594,89.85278269713326,86.94984875006381,89.01645600233957,503172100
2006-05-21,88.73310089111328,88.73310089111328,86.23104405421114,87.2816283380058,513231900
2006-05-28,89.16163635253906,89.45883674472714,87.12267080881604,88.44972645639001,324770400
2006-06-04,86.63884735107422,89.06487481804382,85.61591057022558,89.05796685982564,625132500
2006-06-11,86.15502166748047,87.33693106475815,84.55840277789463,87.00516452556167,673381600
2006-06-18,86.39002990722656,87.26475636972202,85.77216529471706,87.05649043431916,364980400
2006-06-25,88.36166381835938,88.62547481793862,85.8416088211538,86.45947358875978,334910500
2006-07-02,87.89653778076172,88.86845639557859,87.67438419786656,88.46580666796555,225294200
2006-07-09,85.75131225585938,88.46575488914385,85.27229701794032,88.12558357305952,422814400
2006-07-16,86.04988098144531,87.68132713305457,84.96688293744866,85.7513616107848,551315100
2006-07-23,88.84761047363281,88.95868458536204,86.39003417914026,86.39003417914026,442284600
2006-07-30,89.0003433227539,89.85424382698474,87.88957564020745,88.62546353334794,339577600
2006-08-06,88.1742172241211,89.27804647253132,87.66742662900278,88.79208194494855,331993700
2006-08-13,90.72895050048828,90.72895050048828,88.1116995659641,88.60460239393208,327000800
2006-08-20,90.1180648803711,90.61097322571561,89.6876453345191,90.37492679088051,269304600
2006-08-27,91.23579406738281,91.34687351776807,90.00006431292528,90.00700280615456,250856300
2006-09-03,90.44432830810547,91.53427503214809,89.79869917331413,91.29822866457975,237509600
2006-09-10,91.61065673828125,91.95082288622463,89.88895755961794,90.15276852587297,335779100
2006-09-17,91.67189025878906,92.57836121026317,91.34416606371992,91.89501551347367,386346600
2006-09-24,93.14317321777344,93.42906213524833,91.3790460182631,91.85319390506442,355258100
2006-10-01,94.14025115966797,94.4191709720949,92.49466150530932,93.11524345836771,331175500
2006-10-08,95.26988220214844,95.32566617893359,93.64520978728787,94.02871797786966,314754900
2006-10-15,95.41627502441406,95.7858344415535,94.60045457678346,95.1931498290196,331779900
2006-10-22,96.16239929199219,96.92243598467371,95.10252507045243,95.2210620247482,344641900
2006-10-29,95.2071304321289,96.44132580286157,94.56563057878893,95.98809556464856,336037000
2006-11-05,96.39248657226562,97.02003754256909,95.43023182074405,95.49996443509028,359047800
2006-11-12,97.91258239746094,98.09387234123969,96.273971977165,96.35066297515534,365694400
2006-11-19,97.86376190185547,98.42855994081557,97.57787305951395,97.8288955923522,197045400
2006-11-26,97.77310943603516,98.35185611377972,96.30184058144935,97.81494475062091,491307200
2006-12-03,98.60987091064453,99.22348404187375,97.78010150992486,97.79405016464537,356923700
2006-12-10,99.2513427734375,99.87890438273548,98.24028370477772,98.60984315304852,308363800
2006-12-17,98.689453125,100.18294525315875,98.63335836865339,99.94453986394045,266215300
2006-12-24,99.29952239990234,100.05678599058393,98.71054317347894,98.73157738163786,155174000
2006-12-31,98.54222869873047,100.16894495920756,98.43004985582247,99.74123169235656,241073500
2007-01-07,100.43540954589844,100.43540954589844,98.33891125817148,98.73858255708666,329610500
2007-01-14,100.14093017578125,100.58967776648704,99.78332725105602,100.31622237057236,220263000
2007-01-21,99.65708923339844,100.9542446288823,99.27144439188265,100.31618938090124,310992100
2007-01-28,101.53620910644531,101.63437226880824,99.38362736785044,99.69915105408967,347310200
2007-02-04,100.92620086669922,101.92185890476031,100.54055603178543,101.45908510286377,308181700
2007-02-11,102.18128967285156,102.33554760958462,100.40032626554675,100.92620267741407,274335200
2007-02-18,101.87980651855469,102.66511197928577,101.66945378472043,102.06210651508597,271917000
2007-02-25,97.23104095458984,102.33554711169526,96.79631987990246,102.2514103098804,896598200
2007-03-04,98.71055603027344,99.15930369442333,96.2915254860438,96.71222040300341,627885300
2007-03-11,97.13289642333984,99.10317870309046,95.88481702835934,98.45810480111061,756793400
2007-03-18,100.93933868408203,101.23499624459754,97.95458833664773,98.03202322688412,524036300
2007-03-25,99.96085357666016,101.1223662406662,98.94716432880492,101.01677808627277,634186800
2007-04-01,101.53770446777344,101.67849225376693,99.59479650023678,100.07348786231812,272652200
2007-04-08,102.29801177978516,102.29801177978516,100.90418314646013,101.82635586133983,413774500
2007-04-15,104.62102508544922,104.62102508544922,102.64997406437932,102.65700969608942,506895800
2007-04-22,105.26158905029297,105.4516584611244,103.70586635753453,104.4450048880874,497093300
2007-04-29,106.24005889892578,106.38084665282616,103.95222298843903,105.33900438426284,505325300
2007-05-06,106.1978759765625,107.57762242406594,105.07859828061034,106.21195798131667,513142200
2007-05-13,107.43678283691406,107.43678283691408,105.44460421105556,106.19783542717326,603182100
2007-05-20,106.7821273803711,108.05627456706243,106.11337734078069,107.40864215830184,661502200
2007-05-27,108.46459197998047,108.6898503418782,106.53576556313753,106.9581397611511,433672000
2007-06-03,106.32457733154297,108.6828135527246,104.93075967922069,108.08445190214958,777324100
2007-06-10,107.75357818603516,108.16890590199792,105.27567240803114,106.24711562180957,829549100
2007-06-17,106.43640899658203,108.57856896200903,105.94152251389063,108.43717436519951,786735600
2007-06-24,106.35155487060547,107.2140758643109,104.67600692125552,106.21723702668739,1001504900
2007-07-01,108.15435028076172,108.28867889349519,106.59192253448495,106.6626144232773,327793400
2007-07-08,109.47642517089844,109.90768563935922,106.41518459767931,108.28162104740642,673995100
2007-07-15,108.52198028564453,109.95715610002068,108.04830257827189,109.57538971075628,853182600
2007-07-22,102.59040069580078,109.38451419008827,102.5479834016721,109.00273696750077,1533710900
2007-07-29,101.66425323486328,105.6657833697954,101.24005872056748,103.1701211064127,1721820800
2007-08-05,102.3076400756836,106.46469787537546,100.76640963698179,101.9541481424064,1601119800
2007-08-12,102.3076400756836,103.8488597266677,96.85678971795335,103.57313645022019,1704847500
2007-08-19,104.86689758300781,104.86689758300781,101.30369355568101,102.63282641530304,850360700
2007-08-26,104.34374237060547,104.98710025414428,101.42390644665984,104.52756507316928,917764000
2007-09-02,103.26908874511719,106.03338613108656,102.69642302779906,104.24471867463653,649649800
2007-09-09,105.2698745727539,105.65871778730386,102.03896449050963,103.58726060717122,779932400
2007-09-16,107.44032287597656,109.15122228074235,104.37201594646393,104.85275972518599,884054500
2007-09-23,108.3833236694336,108.81663008440854,106.884510742772,108.2696670401861,653372500
2007-09-30,110.70613098144531,110.88371540019072,108.32649543469974,108.397533537755,591641100
2007-10-07,111.04708099365234,111.89238449231343,109.77557058912944,110.37936189928503,625121600
2007-10-14,106.31623077392578,111.15362825416139,106.3091312996942,111.0044634230545,989902300
2007-10-21,109.12206268310547,109.12206268310547,105.59879412645813,105.74085948393888,1182627600
2007-10-28,107.40306854248047,110.294148465988,105.98950331856973,109.34228761763644,1125046000
2007-11-04,103.09839630126953,108.04945011892329,102.92081190562597,106.29491542285362,1363536200
2007-11-11,103.56009674072266,106.12441548452244,102.07549400454641,103.14811053934967,1236645700
2007-11-18,102.38099670410156,103.37546534800585,100.63356084250368,103.19788088738756,1019214300
2007-11-25,105.59881591796875,106.45831855337516,99.91611373491297,102.59407933467415,1189044700
2007-12-02,107.19706726074219,107.61616391160479,103.92950943347935,105.26494780723094,757531800
2007-12-09,104.54033660888672,108.60346673360888,104.49061863531189,107.45982327474675,1093400500
2007-12-16,105.22232055664062,105.42831370797333,102.26021382883425,104.14260428355416,982654100
2007-12-23,105.18807220458984,106.88764121498549,104.90242257094648,106.27351901959585,352074300
2007-12-30,100.91053009033203,105.40940956458851,100.62489144604292,105.04521865865752,670526600
2008-01-06,100.08220672607422,102.04600323326484,98.33264474440668,101.2676283237375,1465959400
2008-01-13,94.3050308227539,101.30328621382378,93.61949375297958,100.80341316369349,1535562300
2008-01-20,95.00486755371094,97.66134862036611,89.97755498996491,90.84162450711527,1477389900
2008-01-27,99.67511749267578,99.69653984410026,94.30502650850873,95.16195325473177,1272366500
2008-02-03,95.02631378173828,99.47520155719022,94.0694012135515,99.41093448141885,1181381300
2008-02-10,96.50450897216797,97.87559437514543,94.29077086219566,95.0477341366351,996516000
2008-02-17,96.84730529785156,97.83991479571202,94.87637151044827,97.63282830900212,771817900
2008-02-24,95.5618667602539,99.3609128303268,94.8191888902807,96.79012158259684,994469800
2008-03-02,92.62693786621094,96.2403219939055,91.81999247533079,95.07632266319116,1317024300
2008-03-09,92.55548095703125,95.5261710111658,91.11298063998436,92.71972264424825,1642477300
2008-03-16,94.31932830810547,96.15457908042562,90.02754032535988,90.38459410716082,1331020000
2008-03-23,94.3772201538086,97.46308702042687,94.0542830172658,95.6689796503421,1004908100
2008-03-30,98.23817443847656,99.00605789698872,94.07584180583163,94.2193682517092,1012481800
2008-04-06,95.71923065185547,99.44379972207804,95.45369528504546,98.94144084180353,914734500
2008-04-13,99.37915802001953,100.1542134499855,94.96565979560175,95.58283295555474,920376400
2008-04-20,100.1829605102539,100.39107214823865,98.24531577896616,99.19978221946413,894231800
2008-04-27,101.55361938476562,102.17079257425429,99.22128049838014,100.38386917414572,808385200
